"ProtID","Class","Subphylum"
"Spec551|OWB66326.1","cenH3","Ascomycota"
"Spec551|OWB49358.1","canH3","Ascomycota"
"Spec551|OWB76409.1","cenH3","Ascomycota"
"Spec551|OUM54663.1","canH3","Ascomycota"
"Spec551|GME90877.1","canH3","Ascomycota"
"Spec551|OUM54994.1","canH3","Ascomycota"
"Spec551|OWB62227.1","canH3","Ascomycota"
"Spec551|GMF06694.1","canH3","Ascomycota"
"Spec551|OWB84930.1","canH3","Ascomycota"
"Spec551|OWB71680.1","cenH3","Ascomycota"
"Spec551|GMF54049.1","canH3","Ascomycota"
"Spec551|GMF01013.1","cenH3","Ascomycota"
"Spec551|OUM52208.1","cenH3","Ascomycota"
"Spec551|OWB74384.1","canH3","Ascomycota"
"Spec551|OWB49000.1","cenH3","Ascomycota"
"Spec551|OWB68442.1","canH3","Ascomycota"
"Spec551|OWB78499.1","canH3","Ascomycota"
"Spec551|OWB59482.1","cenH3","Ascomycota"
"Spec551|GME98092.1","canH3","Ascomycota"
"Spec551|OWB82690.1","cenH3","Ascomycota"
"Spec551|GMF01912.1","canH3","Ascomycota"
"Spec551|GMF04369.1","canH3","Ascomycota"
"Spec551|GME71825.1","cenH3","Ascomycota"
"Spec551|OWB85642.1","canH3","Ascomycota"
"Spec551|OWB55579.1","canH3","Ascomycota"
"Spec551|OWB67075.1","canH3","Ascomycota"
"Spec551|OWB52922.1","canH3","Ascomycota"
"Spec551|OWB81236.1","canH3","Ascomycota"
"Spec551|OWB63331.1","canH3","Ascomycota"
"Spec551|OWB54649.1","cenH3","Ascomycota"
"Spec551|GMF97627.1","canH3","Ascomycota"
"Spec551|OWB74648.1","canH3","Ascomycota"
"Spec552|PYH28612.1","canH3","Ascomycota"
"Spec552|PYH38447.1","cenH3","Ascomycota"
"Spec553|KAK6455761.1","cenH3","Ascomycota"
"Spec553|KAK6456397.1","canH3","Ascomycota"
"Spec553|KAK6459726.1","canH3","Ascomycota"
"Spec553|KAK6456223.1","canH3","Ascomycota"
"Spec554|WEJ94031.1","canH3","Ascomycota"
"Spec554|WEJ96428.1","canH3","Ascomycota"
"Spec554|WEJ96141.1","cenH3","Ascomycota"
"Spec554|WEJ97645.1","canH3","Ascomycota"
"Spec555|KAJ8143569.1","canH3","Ascomycota"
"Spec555|KAJ8141399.1","canH3","Ascomycota"
"Spec555|KAJ8143706.1","canH3","Ascomycota"
"Spec556|KAF7583788.1","cenH3","Ascomycota"
"Spec556|KAF7581431.1","canH3","Ascomycota"
"Spec556|KAF7583746.1","canH3","Ascomycota"
"Spec556|KAF7581360.1","canH3","Ascomycota"
"Spec557|EUN21968.1","canH3","Ascomycota"
"Spec557|EUN22682.1","cenH3","Ascomycota"
"Spec558|OAK93351.1","cenH3","Ascomycota"
"Spec558|OAL01475.1","canH3","Ascomycota"
"Spec558|OAL02711.1","cenH3","Ascomycota"
"Spec559|KAK9475534.1","canH3","Ascomycota"
"Spec559|KAK9470332.1","canH3","Ascomycota"
"Spec560|KAK9467681.1","canH3","Ascomycota"
"Spec560|KAK9465188.1","cenH3","Ascomycota"
"Spec561|KAF2477790.1","canH3","Ascomycota"
"Spec561|KAF2474151.1","cenH3","Ascomycota"
"Spec562|KAF2876760.1","canH3","Ascomycota"
"Spec562|KAF2865055.1","cenH3","Ascomycota"
"Spec562|KAF2876488.1","cenH3","Ascomycota"
"Spec563|CCE88463.1","canH3","Ascomycota"
"Spec563|CCE88600.1","canH3","Ascomycota"
"Spec563|CCE88689.1","cenH3","Ascomycota"
"Spec563|CCE79406.1","cenH3","Ascomycota"
"Spec563|CCE83207.1","canH3","Ascomycota"
"Spec563|CCE79315.1","canH3","Ascomycota"
"Spec563|CCE82253.1","canH3","Ascomycota"
"Spec563|CCE84238.1","canH3","Ascomycota"
"Spec564|KAF2687748.1","canH3","Ascomycota"
"Spec564|KAF2680129.1","cenH3","Ascomycota"
"Spec565|CAG84760.1","canH3","Ascomycota"
"Spec565|CAG87193.1","canH3","Ascomycota"
"Spec565|CAG88783.1","canH3","Ascomycota"
"Spec565|CAG84655.1","cenH3","Ascomycota"
"Spec566|OBA20412.1","canH3","Ascomycota"
"Spec566|OBA22700.1","cenH3","Ascomycota"
"Spec566|OBA18066.1","canH3","Ascomycota"
"Spec566|OBA21919.1","canH3","Ascomycota"
"Spec567|KAG2735905.1","canH3","Ascomycota"
"Spec567|KAG2731987.1","canH3","Ascomycota"
"Spec567|KAG2732486.1","canH3","Ascomycota"
"Spec567|KAG2736769.1","cenH3","Ascomycota"
"Spec568|KAG7193228.1","canH3","Ascomycota"
"Spec568|KAG7194397.1","canH3","Ascomycota"
"Spec568|KAG7193078.1","canH3","Ascomycota"
"Spec569|CAH2352764.1","cenH3","Ascomycota"
"Spec569|CAH2354229.1","canH3","Ascomycota"
"Spec569|CAH2351989.1","canH3","Ascomycota"
"Spec569|CAH2352887.1","canH3","Ascomycota"
"Spec570|CAK7892138.1","canH3","Ascomycota"
"Spec570|CAK7896595.1","canH3","Ascomycota"
"Spec570|CAK7906101.1","cenH3","Ascomycota"
"Spec570|CAK7899636.1","canH3","Ascomycota"
"Spec570|CAK7916084.1","canH3","Ascomycota"
"Spec570|CAK7895269.1","canH3","Ascomycota"
"Spec570|CAK7898302.1","canH3","Ascomycota"
"Spec570|CAK7899291.1","canH3","Ascomycota"
"Spec570|CAK7914739.1","canH3","Ascomycota"
"Spec570|CAK7894015.1","cenH3","Ascomycota"
"Spec570|CAK7908057.1","canH3","Ascomycota"
"Spec570|CAK7912681.1","cenH3","Ascomycota"
"Spec570|CAK7905608.1","cenH3","Ascomycota"
"Spec570|CAK7899863.1","canH3","Ascomycota"
"Spec570|CAK7910402.1","canH3","Ascomycota"
"Spec570|CAK7898642.1","canH3","Ascomycota"
"Spec571|CUM45698.1","canH3","Ascomycota"
"Spec571|CUM51204.1","cenH3","Ascomycota"
"Spec571|CUM51432.1","canH3","Ascomycota"
"Spec571|CUM47426.1","canH3","Ascomycota"
"Spec572|RLV90073.1","cenH3","Ascomycota"
"Spec572|RLV94308.1","canH3","Ascomycota"
"Spec572|RLV94972.1","canH3","Ascomycota"
"Spec572|RLV91042.1","canH3","Ascomycota"
"Spec573|KAK6464400.1","canH3","Ascomycota"
"Spec573|KAK6463225.1","canH3","Ascomycota"
"Spec573|KAK6460420.1","canH3","Ascomycota"
"Spec573|KAK6464300.1","cenH3","Ascomycota"
"Spec574|CUM54973.1","cenH3","Ascomycota"
"Spec574|CUM50398.1","canH3","Ascomycota"
"Spec574|CUM48295.1","canH3","Ascomycota"
"Spec574|CUM54858.1","canH3","Ascomycota"
"Spec575|RLV86087.1","canH3","Ascomycota"
"Spec575|RLV83241.1","cenH3","Ascomycota"
"Spec575|RLV87244.1","canH3","Ascomycota"
"Spec575|RLV86941.1","canH3","Ascomycota"
"Spec576|CUM67498.1","canH3","Ascomycota"
"Spec576|CUM66968.1","canH3","Ascomycota"
"Spec576|CUM67802.1","canH3","Ascomycota"
"Spec576|CUM65438.1","cenH3","Ascomycota"
"Spec577|PGH17232.1","cenH3","Ascomycota"
"Spec577|PGG97894.1","canH3","Ascomycota"
"Spec578|SCZ87834.1","canH3","Basidiomycota"
"Spec578|SCZ90063.1","canH3","Basidiomycota"
"Spec578|SCZ87866.1","canH3","Basidiomycota"
"Spec578|SCZ90029.1","canH3","Basidiomycota"
"Spec578|SCZ93941.1","cenH3","Basidiomycota"
"Spec578|SCZ96777.1","canH3","Basidiomycota"
"Spec578|SCZ87638.1","canH3","Basidiomycota"
"Spec579|KAI9663310.1","canH3","Ascomycota"
"Spec579|KAI9662023.1","cenH3","Ascomycota"
"Spec580|PYH64237.1","canH3","Ascomycota"
"Spec580|PYH66110.1","cenH3","Ascomycota"
"Spec581|KAI4662127.1","cenH3","Ascomycota"
"Spec581|KAI4666830.1","canH3","Ascomycota"
"Spec582|KAL1793868.1","canH3","Ascomycota"
"Spec582|KAL1793516.1","cenH3","Ascomycota"
"Spec583|KAI4912174.1","cenH3","Ascomycota"
"Spec583|KAI4909734.1","canH3","Ascomycota"
"Spec583|KAI4913022.1","cenH3","Ascomycota"
"Spec584|TGO46980.1","canH3","Ascomycota"
"Spec584|TGO70118.1","canH3","Ascomycota"
"Spec585|OCL12049.1","cenH3","Ascomycota"
"Spec585|OCL04791.1","canH3","Ascomycota"
"Spec586|ORY01332.1","canH3","Ascomycota"
"Spec586|ORY17598.1","cenH3","Ascomycota"
"Spec587|PSN59810.1","cenH3","Ascomycota"
"Spec587|PSN64576.1","canH3","Ascomycota"
"Spec588|KAK9385902.1","cenH3","Ascomycota"
"Spec588|KAK9386871.1","canH3","Ascomycota"
"Spec589|ODV65105.1","cenH3","Ascomycota"
"Spec589|ODV67053.1","canH3","Ascomycota"
"Spec589|ODV67596.1","canH3","Ascomycota"
"Spec589|ODV69103.1","canH3","Ascomycota"
"Spec590|EUC29360.1","canH3","Ascomycota"
"Spec590|EUC29875.1","cenH3","Ascomycota"
"Spec591|OCK75351.1","canH3","Ascomycota"
"Spec591|OCK80818.1","cenH3","Ascomycota"
"Spec591|OCK79208.1","canH3","Ascomycota"
"Spec592|APA08050.1","cenH3","Ascomycota"
"Spec592|APA15589.1","canH3","Ascomycota"
"Spec593|KAL1593978.1","canH3","Ascomycota"
"Spec594|KAH7122620.1","cenH3","Ascomycota"
"Spec594|KAH7115149.1","canH3","Ascomycota"
"Spec595|KAK9330780.1","cenH3","Ascomycota"
"Spec595|KAK9328352.1","canH3","Ascomycota"
"Spec596|KAI5789738.1","canH3","Ascomycota"
"Spec596|KAI5806634.1","cenH3","Ascomycota"
"Spec597|KAK9373720.1","canH3","Ascomycota"
"Spec597|KAK9373065.1","cenH3","Ascomycota"
"Spec598|KAG5301539.1","canH3",NA
"Spec598|KAG5297083.1","cenH3",NA
"Spec599|KAK9430146.1","cenH3","Ascomycota"
"Spec599|KAK9429416.1","canH3","Ascomycota"
"Spec600|ESZ99317.1","cenH3","Ascomycota"
"Spec600|ESZ94719.1","canH3","Ascomycota"
"Spec601|MCJ1428756.1","cenH3","Ascomycota"
"Spec601|MCJ1428339.1","canH3","Ascomycota"
"Spec602|KAK9456261.1","cenH3","Ascomycota"
"Spec602|KAK9452728.1","canH3","Ascomycota"
"Spec603|RPA83841.1","cenH3","Ascomycota"
"Spec603|RPA80403.1","canH3","Ascomycota"
"Spec604|KAF2012644.1","cenH3","Ascomycota"
"Spec604|KAF2012400.1","canH3","Ascomycota"
"Spec605|KAF2996390.1","canH3","Ascomycota"
"Spec605|KAF2999327.1","cenH3","Ascomycota"
"Spec606|KAF2004365.1","cenH3","Ascomycota"
"Spec606|KAF2005844.1","canH3","Ascomycota"
"Spec607|KAF1974510.1","cenH3","Ascomycota"
"Spec607|KAF1979472.1","canH3","Ascomycota"
"Spec608|KAF1940747.1","canH3","Ascomycota"
"Spec608|KAF1938262.1","cenH3","Ascomycota"
"Spec609|KAF2203728.1","cenH3","Ascomycota"
"Spec609|KAF2198378.1","canH3","Ascomycota"
"Spec610|KAF2181715.1","cenH3","Ascomycota"
"Spec610|KAF2174510.1","cenH3","Ascomycota"
"Spec610|KAF2195193.1","canH3","Ascomycota"
"Spec610|KAF2181288.1","canH3","Ascomycota"
"Spec611|KAF2639992.1","canH3","Ascomycota"
"Spec611|KAF2637737.1","cenH3","Ascomycota"
"Spec612|KAF2624048.1","cenH3","Ascomycota"
"Spec612|KAF2631852.1","canH3","Ascomycota"
"Spec613|KAF3049508.1","canH3","Ascomycota"
"Spec613|KAF3033925.1","cenH3","Ascomycota"
"Spec614|TGO30968.1","cenH3","Ascomycota"
"Spec614|TGO24121.1","canH3","Ascomycota"
"Spec615|KAF2240718.1","canH3","Ascomycota"
"Spec615|KAF2253714.1","cenH3","Ascomycota"
"Spec616|KAF7874970.1","cenH3","Ascomycota"
"Spec616|KAF7876636.1","cenH3","Ascomycota"
"Spec616|KAF7862008.1","canH3","Ascomycota"
"Spec617|RYO55604.1","canH3","Ascomycota"
"Spec617|RYO39053.1","cenH3","Ascomycota"
"Spec617|RYO45066.1","cenH3","Ascomycota"
"Spec618|PQE30451.1","canH3","Ascomycota"
"Spec618|PQE30760.1","cenH3","Ascomycota"
"Spec619|KAF2272274.1","cenH3","Ascomycota"
"Spec619|KAF2273978.1","canH3","Ascomycota"
"Spec620|RYN70929.1","canH3","Ascomycota"
"Spec620|RYN75931.1","cenH3","Ascomycota"
"Spec620|RYN63541.1","cenH3","Ascomycota"
"Spec621|EUC39697.1","cenH3","Ascomycota"
"Spec621|EUC51434.1","canH3","Ascomycota"
"Spec622|TGO61689.1","cenH3","Ascomycota"
"Spec622|TGO53251.1","canH3","Ascomycota"
"Spec623|TGO10445.1","canH3","Ascomycota"
"Spec623|TGO19682.1","cenH3","Ascomycota"
"Spec624|KAG9196104.1","cenH3","Ascomycota"
"Spec624|KAG9190061.1","canH3","Ascomycota"
"Spec625|KAF2495708.1","canH3","Ascomycota"
"Spec625|KAF2490277.1","cenH3","Ascomycota"
"Spec626|CAE7007165.1","cenH3","Ascomycota"
"Spec626|CAE6999470.1","canH3","Ascomycota"
"Spec626|CAE7020000.1","cenH3","Ascomycota"
"Spec627|KAJ4329599.1","cenH3","Ascomycota"
"Spec627|KAJ4340025.1","canH3","Ascomycota"
"Spec628|KAJ4312819.1","canH3","Ascomycota"
"Spec629|KAH9860012.1","cenH3","Ascomycota"
"Spec629|KAH9869348.1","canH3","Ascomycota"
"Spec630|KAG9199397.1","canH3","Ascomycota"
"Spec630|KAG9197371.1","cenH3","Ascomycota"
"Spec631|KAF3042111.1","cenH3","Ascomycota"
"Spec631|KAF3029567.1","cenH3","Ascomycota"
"Spec631|KAF3033551.1","canH3","Ascomycota"
"Spec632|KAI4612359.1","canH3","Ascomycota"
"Spec632|KAI4613374.1","cenH3","Ascomycota"
"Spec633|KAI1673429.1","canH3","Ascomycota"
"Spec633|KAI1674423.1","cenH3","Ascomycota"
"Spec634|KAJ4347025.1","canH3","Ascomycota"
"Spec635|KAF2715242.1","cenH3","Ascomycota"
"Spec635|KAF2703105.1","canH3","Ascomycota"
"Spec636|KAF2811256.1","cenH3","Ascomycota"
"Spec636|KAF2807978.1","canH3","Ascomycota"
"Spec637|KAF2738665.1","cenH3","Ascomycota"
"Spec637|KAF2727188.1","canH3","Ascomycota"
"Spec638|KAF2798562.1","cenH3","Ascomycota"
"Spec638|KAF2787934.1","canH3","Ascomycota"
"Spec639|KAF7928016.1","canH3","Ascomycota"
"Spec639|KAF7955269.1","cenH3","Ascomycota"
"Spec640|QSZ35913.1","canH3","Ascomycota"
"Spec640|QSZ30768.1","cenH3","Ascomycota"
"Spec641|KAJ4366996.1","cenH3","Ascomycota"
"Spec641|KAJ4375219.1","canH3","Ascomycota"
"Spec642|KAF7957647.1","cenH3","Ascomycota"
"Spec642|KAF7960185.1","cenH3","Ascomycota"
"Spec642|KAF7950417.1","canH3","Ascomycota"
"Spec643|KAF2649290.1","canH3","Ascomycota"
"Spec643|KAF2659026.1","cenH3","Ascomycota"
"Spec644|EDK37878.1","canH3","Ascomycota"
"Spec644|EDK40712.1","canH3","Ascomycota"
"Spec644|EDK39431.2","cenH3","Ascomycota"
"Spec644|EDK38160.1","canH3","Ascomycota"
"Spec645|ODV93674.1","cenH3","Ascomycota"
"Spec645|ODV95552.1","canH3","Ascomycota"
"Spec645|ODV93040.1","canH3","Ascomycota"
"Spec645|ODV94892.1","canH3","Ascomycota"
"Spec646|CAH6719106.1","canH3","Ascomycota"
"Spec646|CAH6722257.1","canH3","Ascomycota"
"Spec646|CAH6721829.1","canH3","Ascomycota"
"Spec646|CAH6719759.1","cenH3","Ascomycota"
"Spec647|XP_049265925.1","canH3","Ascomycota"
"Spec647|KAG7665693.1","canH3","Ascomycota"
"Spec647|XP_049263989.1","canH3","Ascomycota"
"Spec647|KAG7663757.1","canH3","Ascomycota"
"Spec647|XP_049261034.1","canH3","Ascomycota"
"Spec647|KAG7660801.1","canH3","Ascomycota"
"Spec648|SGZ56412.1","canH3","Ascomycota"
"Spec648|SGZ46611.1","cenH3","Ascomycota"
"Spec648|SGZ52577.1","canH3","Ascomycota"
"Spec648|SGZ50465.1","canH3","Ascomycota"
"Spec649|QOU22603.1","canH3","Ascomycota"
"Spec649|QOU22306.1","cenH3","Ascomycota"
"Spec649|QOU22306.1","canH3","Ascomycota"
"Spec649|QOU22478.1","canH3","Ascomycota"
"Spec650|GMM36426.1","canH3","Ascomycota"
"Spec650|GMM34508.1","canH3","Ascomycota"
"Spec650|GMM34896.1","cenH3","Ascomycota"
"Spec650|GMM32830.1","canH3","Ascomycota"
"Spec650|GMM38873.1","canH3","Ascomycota"
"Spec651|EGW35012.1","canH3","Ascomycota"
"Spec651|EGW31345.1","cenH3","Ascomycota"
"Spec651|EGW34003.1","canH3","Ascomycota"
"Spec651|EGW31815.1","canH3","Ascomycota"
"Spec652|KAI0460812.1","canH3","Ascomycota"
"Spec652|KAI0462169.1","canH3","Ascomycota"
"Spec653|CDK27697.1","canH3","Ascomycota"
"Spec653|CDK24778.1","cenH3","Ascomycota"
"Spec653|CDK28080.1","canH3","Ascomycota"
"Spec654|KAF2028436.1","cenH3","Ascomycota"
"Spec654|KAF2027255.1","canH3","Ascomycota"
"Spec655|KAF7919941.1","cenH3","Ascomycota"
"Spec655|KAF7915979.1","canH3","Ascomycota"
"Spec656|KAJ4379383.1","cenH3","Ascomycota"
"Spec656|KAJ4383276.1","canH3","Ascomycota"
"Spec657|KAF2258803.1","canH3","Ascomycota"
"Spec657|KAF2263881.1","cenH3","Ascomycota"
"Spec658|KAF1915586.1","cenH3","Ascomycota"
"Spec658|KAF1916271.1","canH3","Ascomycota"
"Spec659|KAJ4330016.1","cenH3","Ascomycota"
"Spec659|KAJ4341155.1","canH3","Ascomycota"
"Spec660|KAF7904281.1","canH3","Ascomycota"
"Spec660|KAF7891703.1","canH3","Ascomycota"
"Spec661|KAG4034126.1","cenH3","Ascomycota"
"Spec661|KAG4032940.1","canH3","Ascomycota"
"Spec662|KAF7907526.1","cenH3","Ascomycota"
"Spec662|KAF7890914.1","canH3","Ascomycota"
"Spec663|KAF9733931.1","cenH3","Ascomycota"
"Spec663|KAF9733126.1","canH3","Ascomycota"
"Spec664|ANZ75304.1","canH3","Ascomycota"
"Spec664|ANZ76126.1","cenH3","Ascomycota"
"Spec664|ANZ76992.1","canH3","Ascomycota"
"Spec665|ODQ66176.1","canH3","Ascomycota"
"Spec665|ODQ67143.1","canH3","Ascomycota"
"Spec665|ODQ66185.1","canH3","Ascomycota"
"Spec665|ODQ63709.1","cenH3","Ascomycota"
"Spec666|KAB2107038.1","cenH3","Ascomycota"
"Spec666|KAB2098747.1","canH3","Ascomycota"
"Spec666|KAB2100788.1","cenH3","Ascomycota"
"Spec667|KAJ4400324.1","cenH3","Ascomycota"
"Spec667|KAJ4411903.1","canH3","Ascomycota"
"Spec668|CAF9925394.1","cenH3","Ascomycota"
"Spec668|CAF9905131.1","canH3","Ascomycota"
"Spec669|KEF61021.1","canH3","Ascomycota"
"Spec669|KEF61764.1","cenH3","Ascomycota"
"Spec670|KPI35792.1","canH3","Ascomycota"
"Spec670|KPI34304.1","cenH3","Ascomycota"
"Spec671|KAK7684736.1","canH3","Basidiomycota"
"Spec671|KAK7687635.1","canH3","Basidiomycota"
"Spec671|KAK7695876.1","cenH3","Basidiomycota"
"Spec671|KAK7695238.1","canH3","Basidiomycota"
"Spec671|KAK7687269.1","canH3","Basidiomycota"
"Spec671|KAK7677806.1","canH3","Basidiomycota"
"Spec671|KAK7690169.1","canH3","Basidiomycota"
"Spec672|AWU76037.1","canH3","Ascomycota"
"Spec672|AWU75012.1","cenH3","Ascomycota"
"Spec672|AWU76275.1","canH3","Ascomycota"
"Spec673|GMM46876.1","canH3","Ascomycota"
"Spec673|GMM45997.1","cenH3","Ascomycota"
"Spec673|GMM45997.1","canH3","Ascomycota"
"Spec673|GMM47223.1","canH3","Ascomycota"
"Spec674|OAL51185.1","cenH3","Ascomycota"
"Spec674|OAL45106.1","canH3","Ascomycota"
"Spec675|WPK26757.1","canH3","Ascomycota"
"Spec675|WPK24212.1","cenH3","Ascomycota"
"Spec675|WPK26290.1","canH3","Ascomycota"
"Spec675|WPK23438.1","canH3","Ascomycota"
"Spec676|GMG19619.1","canH3","Ascomycota"
"Spec676|GMG37713.1","canH3","Ascomycota"
"Spec676|GMG43163.1","cenH3","Ascomycota"
"Spec676|GMG25951.1","canH3","Ascomycota"
"Spec677|KAK9478272.1","cenH3","Ascomycota"
"Spec677|KAK9480749.1","canH3","Ascomycota"
"Spec678|CCD25934.2","canH3","Ascomycota"
"Spec678|CCD25852.2","canH3","Ascomycota"
"Spec678|CCD23720.1","cenH3","Ascomycota"
"Spec678|CCD23383.1","canH3","Ascomycota"
"Spec679|KAK9450680.1","canH3","Ascomycota"
"Spec679|KAK9452426.1","cenH3","Ascomycota"
"Spec680|PSS18707.1","cenH3","Ascomycota"
"Spec680|PSS22129.1","canH3","Ascomycota"
"Spec681|KAK9258033.1","canH3","Ascomycota"
"Spec681|KAK9262923.1","cenH3","Ascomycota"
"Spec682|KAK6439657.1","canH3","Ascomycota"
"Spec682|KAK6437899.1","cenH3","Ascomycota"
"Spec683|GMM27359.1","canH3",NA
"Spec683|GMM32407.1","canH3",NA
"Spec683|GMM27811.1","cenH3",NA
"Spec684|OQO11333.1","canH3","Ascomycota"
"Spec684|OQO04549.1","cenH3","Ascomycota"
"Spec684|OQN99754.1","canH3","Ascomycota"
"Spec684|OQO03628.1","cenH3","Ascomycota"
"Spec684|OQO02102.1","cenH3","Ascomycota"
"Spec685|KAG0677804.1","canH3","Ascomycota"
"Spec685|KAG0678132.1","cenH3","Ascomycota"
"Spec685|KAG0680373.1","canH3","Ascomycota"
"Spec686|TVY23005.1","cenH3","Ascomycota"
"Spec686|TVY27528.1","canH3","Ascomycota"
"Spec687|ESW97810.1","canH3","Ascomycota"
"Spec687|ESW97220.1","canH3","Ascomycota"
"Spec688|CAH2447725.1","canH3","Ascomycota"
"Spec688|CAH2448099.1","cenH3","Ascomycota"
"Spec688|CAH2447437.1","canH3","Ascomycota"
"Spec689|KAB8299972.1","cenH3","Ascomycota"
"Spec689|KAB8291614.1","cenH3","Ascomycota"
"Spec689|KAB8294150.1","canH3","Ascomycota"
"Spec690|KAK6202933.1","canH3","Ascomycota"
"Spec690|KAK6205320.1","cenH3","Ascomycota"
"Spec690|KAK6198879.1","canH3","Ascomycota"
"Spec690|KAK6205606.1","canH3","Ascomycota"
"Spec691|VEU22798.1","cenH3","Ascomycota"
"Spec691|VEU21109.1","canH3","Ascomycota"
"Spec691|VEU23230.1","canH3","Ascomycota"
"Spec692|QPG75458.1","canH3","Ascomycota"
"Spec692|QPG74011.1","canH3","Ascomycota"
"Spec692|QPG77385.1","canH3","Ascomycota"
"Spec693|ODV63279.1","cenH3","Ascomycota"
"Spec693|ODV62539.1","canH3","Ascomycota"
"Spec693|ODV62684.1","canH3","Ascomycota"
"Spec693|ODV58101.1","canH3","Ascomycota"
"Spec694|KAJ9107824.1","canH3","Basidiomycota"
"Spec694|KAJ9109771.1","canH3","Basidiomycota"
"Spec694|KAJ9113306.1","canH3","Basidiomycota"
"Spec694|KAJ9096708.1","canH3","Basidiomycota"
"Spec695|ODQ79785.1","canH3","Ascomycota"
"Spec695|ODQ81465.1","canH3","Ascomycota"
"Spec695|ODQ81671.1","cenH3","Ascomycota"
"Spec696|KAI4642799.1","canH3","Ascomycota"
"Spec696|KAI4644171.1","cenH3","Ascomycota"
"Spec696|KAI4653069.1","cenH3","Ascomycota"
"Spec697|KAI4607163.1","cenH3","Ascomycota"
"Spec697|KAI4606496.1","canH3","Ascomycota"
"Spec698|KAH6643979.1","canH3","Ascomycota"
"Spec698|KAH6622039.1","cenH3","Ascomycota"
"Spec699|KAH6851437.1","canH3","Ascomycota"
"Spec699|KAH6866473.1","cenH3","Ascomycota"
"Spec700|CAI9635405.1","cenH3","Ascomycota"
"Spec700|CAI9630982.1","canH3","Ascomycota"
"Spec701|RYN49684.1","canH3","Ascomycota"
"Spec701|RYN50104.1","cenH3","Ascomycota"
"Spec702|UPX09796.1","canH3","Ascomycota"
"Spec702|UPX12175.1","cenH3","Ascomycota"
"Spec703|KAH3903839.1","canH3","Ascomycota"
"Spec703|KAH3907690.1","cenH3","Ascomycota"
"Spec704|KAF2853704.1","canH3","Ascomycota"
"Spec704|KAF2854271.1","cenH3","Ascomycota"
"Spec705|KAI4641410.1","canH3","Ascomycota"
"Spec705|KAI4640518.1","cenH3","Ascomycota"
"Spec705|KAI4663221.1","cenH3","Ascomycota"
"Spec706|KAJ4303316.1","canH3","Ascomycota"
"Spec706|KAJ4302638.1","cenH3","Ascomycota"
"Spec707|EMD66446.1","canH3","Ascomycota"
"Spec707|EMD67603.1","cenH3","Ascomycota"
"Spec708|TGO32666.1","canH3","Ascomycota"
"Spec708|TGO32990.1","cenH3","Ascomycota"
"Spec709|KAF1830757.1","canH3","Ascomycota"
"Spec709|KAF1837916.1","cenH3","Ascomycota"
"Spec710|TGO78032.1","canH3","Ascomycota"
"Spec710|TGO65922.1","cenH3","Ascomycota"
"Spec710|TGO73827.1","cenH3","Ascomycota"
"Spec711|OCK98189.1","cenH3","Ascomycota"
"Spec711|OCK94332.1","canH3","Ascomycota"
"Spec712|KAL1609813.1","canH3","Ascomycota"
"Spec713|EOA81118.1","cenH3","Ascomycota"
"Spec713|EOA84992.1","canH3","Ascomycota"
"Spec713|EOA89247.1","cenH3","Ascomycota"
"Spec714|KAH7410333.1","canH3","Ascomycota"
"Spec715|ATZ48310.1","cenH3","Ascomycota"
"Spec715|ATZ56604.1","canH3","Ascomycota"
"Spec716|THV46473.1","canH3","Ascomycota"
"Spec716|THV45088.1","cenH3","Ascomycota"
"Spec717|KAF1851111.1","cenH3","Ascomycota"
"Spec717|KAF1848367.1","canH3","Ascomycota"
"Spec718|KAI4675832.1","canH3","Ascomycota"
"Spec718|KAI4675239.1","cenH3","Ascomycota"
"Spec718|KAI4681296.1","cenH3","Ascomycota"
"Spec719|KAI4638913.1","canH3","Ascomycota"
"Spec719|KAI4640695.1","cenH3","Ascomycota"
"Spec720|KAI9649092.1","cenH3","Ascomycota"
"Spec720|KAI9650899.1","canH3","Ascomycota"
"Spec721|KAJ6287040.1","canH3","Ascomycota"
"Spec721|KAJ6281896.1","cenH3","Ascomycota"
"Spec722|KAI4701072.1","canH3","Ascomycota"
"Spec722|KAI4704838.1","cenH3","Ascomycota"
"Spec722|KAI4701195.1","cenH3","Ascomycota"
"Spec723|KAF1361910.1","canH3","Ascomycota"
"Spec723|KAF1351731.1","cenH3","Ascomycota"
"Spec724|CAD6449193.1","canH3","Ascomycota"
"Spec724|CAD6439752.1","cenH3","Ascomycota"
"Spec725|KAJ8063224.1","canH3","Ascomycota"
"Spec725|KAJ8064617.1","cenH3","Ascomycota"
"Spec726|KAF2445701.1","canH3","Ascomycota"
"Spec726|KAF2446346.1","cenH3","Ascomycota"
"Spec727|RAQ99127.1","canH3","Ascomycota"
"Spec727|RAR06719.1","cenH3","Ascomycota"
"Spec728|KAF1949326.1","canH3","Ascomycota"
"Spec728|KAF1957325.1","cenH3","Ascomycota"
"Spec729|RAL67756.1","cenH3","Ascomycota"
"Spec729|RAL67196.1","canH3","Ascomycota"
"Spec730|KAF9696323.1","cenH3","Ascomycota"
"Spec730|KAF9696360.1","canH3","Ascomycota"
"Spec731|KAF2134547.1","canH3","Ascomycota"
"Spec731|KAF2128506.1","cenH3","Ascomycota"
"Spec731|KAF2123704.1","cenH3","Ascomycota"
"Spec732|KAF2107584.1","cenH3","Ascomycota"
"Spec732|KAF2115179.1","canH3","Ascomycota"
